"platform","url","createdAt","text","media","commentCount","shareCount","likeCount","videoplayCount"
"Twitter/X","https://x.com/Fonterra/status/793980530576396288","2016/11/03 00:58:04","@ballomes Welcome aboard, great to have you all along hey! ^RI",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/793928351236780032","2016/11/02 21:30:44","Our Te Rapa site has a new line for creating a new type of mascarpone which has been created especially for Japan.
https://t.co/o8i1FaDhwz https://t.co/T70wUdmMdN",,0,1,11,
"Twitter/X","https://x.com/Fonterra/status/793911102560030721","2016/11/02 20:22:11","@craigprichard @MasseyUni No pressure there! ^RI",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/793905527122235392","2016/11/02 20:00:02","Good luck to the Kingan family from North Otago, finalists for the 2016 New Zealand River Story Award #agchatnz 
https://t.co/5J7v380fHz",,1,1,3,
"Twitter/X","https://x.com/Fonterra/status/793894631222018048","2016/11/02 19:16:44","@m_herbert this is a limited editon flavour for @TipTopNZ's birthday so we're not sure they can put more but we can pass it on to the team!",,1,0,1,
"Twitter/X","https://x.com/Fonterra/status/793686576438075397","2016/11/02 05:30:00","We visited the McCarthy family to see how almost 20 years of planting has transformed their farm #431AM #agchatnz
https://t.co/z6hHX82nx2",,0,2,5,
"Twitter/X","https://x.com/Fonterra/status/793675988194304001","2016/11/02 04:47:56","@dairymanNZ @falconfarming @ohthatwelshguy @hadyngreen We would like the ice cream back now.",,3,0,3,
"Twitter/X","https://x.com/Fonterra/status/793673123484700672","2016/11/02 04:36:33","@falconfarming @ohthatwelshguy @dairymanNZ @hadyngreen He did it once, that was the issue!",,2,0,3,
"Twitter/X","https://x.com/Fonterra/status/793667743417458688","2016/11/02 04:15:10","@dairymanNZ @hadyngreen Please not this again.",,1,0,5,
"Twitter/X","https://x.com/Fonterra/status/793559319903997952","2016/11/01 21:04:20","We're expanding Waitoa to meet the growing demand for our UHT in China, one of our key markets for foodservice.
https://t.co/LANwUaUUHq https://t.co/Ua6QrzBGWX",,0,7,5,
"Twitter/X","https://x.com/Fonterra/status/793494519522013186","2016/11/01 16:46:50","The Global Dairy Trade index was up 11.4% in the latest round overnight, WMP was up 19.8% - full result on GDT site: https://t.co/1VahJOe0Am",,0,23,37,
"Twitter/X","https://x.com/Fonterra/status/793269526364237824","2016/11/01 01:52:47","@m_herbert HAPPY BIRTHDAY (???) MATTHEW!!!",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/793265379283865600","2016/11/01 01:36:19","@dosECHO thanks for reaching and sorry to hear about your packaging experience, we'll pass it on your feedback to the team.",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/792965579166670848","2016/10/31 05:45:01","Dr @PamelaVonHurst2 from @MasseyUni talks about why bone strengthening is key during the teenage years.
https://t.co/ZxftZE4stM",,0,3,1,
"Twitter/X","https://x.com/Fonterra/status/792857402932498432","2016/10/30 22:35:10","130 yrs young &amp; available in 85 countries, how Anchor stretches from here to around the globe https://t.co/rRK3H508JH https://t.co/PwyK2iBO0b",,0,3,3,
"Twitter/X","https://x.com/Fonterra/status/792131385662185474","2016/10/28 22:30:14","@GrovesCole thanks team, we also think our Tanker teams do an amazing job on the road. @gbdairylad",,2,0,1,
"Twitter/X","https://x.com/Fonterra/status/791820078056484864","2016/10/28 01:53:12","@lovedominionrd we've worked closely to advise and support the owner of the two farms on this issue during challenging and (1/2)",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/791787447520677888","2016/10/27 23:43:32","@DairyCowQueen we look forward to having him on board one of Tankers in the near future!",,0,0,3,
"Twitter/X","https://x.com/Fonterra/status/791781466845814784","2016/10/27 23:19:46","@DairyCowQueen please pass on our congratulations!",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/791776362063212544","2016/10/27 22:59:29","Stu Gray Regional Head of Canterbury reflects on 31-years in dairy with Dom on @TheCountry https://t.co/Qsb16ZFcIY https://t.co/wmkGOjukdS",,0,3,4,
"Twitter/X","https://x.com/Fonterra/status/791768986492952576","2016/10/27 22:30:11","@falconfarming a lot more picturesque than the last one, not sure if it smelled better from your end one! We still love the videos!",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/791744943341522944","2016/10/27 20:54:39","In October's GDU: EU milk production continues to decrease; Asia, China and LATAM imports growth continues. More:
https://t.co/FjMa1tTkbj https://t.co/eUX0romHzg",,0,9,3,
"Twitter/X","https://x.com/Fonterra/status/791742988472819712","2016/10/27 20:46:52","@rudnclaws we've forwarded this on to our Agbiz team to let them know, if you haven't called the team, please let them know 0800 809 011",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/791737043747352577","2016/10/27 20:23:15","@wavesbryant sorry to hear that  @ginnynz01 got a less than ideal Kapiti ice cream, can you DM us your details and where this was purchased.",,1,0,1,
"Twitter/X","https://x.com/Fonterra/status/791572026003628032","2016/10/27 09:27:32","@falconfarming We enjoyed it! Glad you got the extra time to do this, appreciate seeing the heart of the operation :) Cheers #431AM",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/791524704515260416","2016/10/27 06:19:30","@ezrasfarm @falconfarming Crickey, hope that's not too often!",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/791523720971980801","2016/10/27 06:15:35","@NickBertramSM This could be a OAD tv ad! And nice fish ;)",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/791523288627281920","2016/10/27 06:13:52","@liannep33 Looked like a fantastic night to us :)",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/791523124416122881","2016/10/27 06:13:13","@falconfarming Thanks, enjoy it Chris! #431AM",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/791522944451129344","2016/10/27 06:12:30","@millar_chelsea @FlyAirNZ Hope you made it through the day all right Chelsea! #431AM",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/791522148024070144","2016/10/27 06:09:20","@ollie_bo Thanks Ollie, appreciated.",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/791451854911725572","2016/10/27 01:30:01","Congratulations to our Research and Development team who have received an innovation award for paediatric nutrition
https://t.co/x0Ovm77yqM https://t.co/8lsJtKDEHD",,0,3,12,
"Twitter/X","https://x.com/Fonterra/status/791435400455725057","2016/10/27 00:24:38","Congratulations to the New Zealand Culinary Olympics team who scooped up the silver medal overnight. 
https://t.co/eWKHenQ3zx https://t.co/X5xqgF9ihY",,0,1,6,
"Twitter/X","https://x.com/Fonterra/status/791101598420402176","2016/10/26 02:18:13","We want to say thanks to all our hard working Tanker Drivers! Tell us why your driver is number one #431AM #agchatnz https://t.co/xKSE6Xz5qo",,0,4,7,
"Twitter/X","https://x.com/Fonterra/status/790995224256389120","2016/10/25 19:15:32","@LauraineJacobs @nzlistener This is fantastic, very jealous right now! GO team :)",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/790756956948406272","2016/10/25 03:28:44","@DairyCowQueen Angela, are you able to DM us your address please? We'll get something in the post your future driver will be well into :)",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/790753987792363520","2016/10/25 03:16:56","@DairyCowQueen This is AMAZING https://t.co/lvem8dnlHc",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/790736972444602368","2016/10/25 02:09:20","There's loads of scrumptious shots of the Culinary Olympics team's work on @LauraineJacobs' FB page - more to come! https://t.co/fGHau7otA3 https://t.co/JhsCeN1FmL",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/790735455616536576","2016/10/25 02:03:18","The Culinary Olympics is happening in Germany, it's our first time attending in 28 years - hot kitchen section comp is tonight. Good luck! https://t.co/cq9yKREmrg",,0,6,15,
"Twitter/X","https://x.com/Fonterra/status/790735016422612993","2016/10/25 02:01:33","This magnificent, edible Gollum won the NZ Anchor Food Professionals’ team 2 bronze medals in the Culinary Arts section of Culinary Olympics https://t.co/I0aMxoAPa0",,1,1,3,
"Twitter/X","https://x.com/Fonterra/status/790282104814710784","2016/10/23 20:01:51","Big thanks to all our farmers hard at work this long weekend - love your work! #431AM #nodaysoff https://t.co/inT1RjGBQO",,0,4,19,
"Twitter/X","https://x.com/Fonterra/status/789952821600714752","2016/10/22 22:13:23","@Implementnz Hear you Shona, thanks for pointing this out hey.",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/789575313504088064","2016/10/21 21:13:18","@NZDairyFarmer Bugger! #431AM",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/789575092502093824","2016/10/21 21:12:26","@NZSharemilker  including quality, customer satisfaction, environmental and overall. Super work from Whareroa team there!  #taradise",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/789574756337004544","2016/10/21 21:11:06","@NZSharemilker Right, this is part of the Best Site Cup - they hold it every year and all our sites enter. There are heaps of categories...",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/789554361177288704","2016/10/21 19:50:03","@NZSharemilker Looks magnificent, will see what we can find out Charlie, thanks.",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/789226102669529088","2016/10/20 22:05:40","@TroyRF Thanks for bringing this to our attention Troy, we believe dairy enables more effective headbanging / air guitar, recovery \m/",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/789217256823623680","2016/10/20 21:30:31","@JoannaLidback Hi Joanna, our thoughts on this area are here: https://t.co/ERPAHb97HU Thanks",,1,0,2,
"Twitter/X","https://x.com/Fonterra/status/789191705559834625","2016/10/20 19:48:59","@m_herbert Approved from us (!).",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/789181553955835905","2016/10/20 19:08:39","@m_herbert Living on the edge! How did you go Matthew? #431AM",,1,1,0,
"Twitter/X","https://x.com/Fonterra/status/789181396367441920","2016/10/20 19:08:01","@MissusSel She looks so guilty :) #431AM",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/789181170286075909","2016/10/20 19:07:07","@nzjuls This is outstanding, great stuff from everyone involved! #431AM",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/789039042159517696","2016/10/20 09:42:21","#WorldOsteoporosisDay Dr @PamelaVonHurst2 of @MasseyUni says it's important to #LoveYourBones at every life stage 
https://t.co/0FPU1Bievx",,0,0,3,
"Twitter/X","https://x.com/Fonterra/status/789036847011762176","2016/10/20 09:33:38","@minorpolitics You got us there ;) Thanks!",,1,0,0,
"Twitter/X","https://x.com/Fonterra/status/789036716216586241","2016/10/20 09:33:07","@PaciFicEduCator @RowandaleSchool Our absolute pleasure, what a fantastic blog and photos! Thanks for having us!",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/789036219795595264","2016/10/20 09:31:09","@MuirBron @onfarmsafetynz Absolutely, had some fantastic entries!",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/789010269947125760","2016/10/20 07:48:02","#WorldOsteoporosisDay Dr @PamelaVonHurst2 of @MasseyUni says it's important to #LoveYourBones at every life stage https://t.co/loswZrd7gE",,0,0,4,
"Twitter/X","https://x.com/Fonterra/status/788992202672189440","2016/10/20 06:36:14","@idealogmag Love it, we'll take it! Thanks :)",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/788975536139739136","2016/10/20 05:30:00","We challenge NZ to test their bone health in our Sit-to-Stand Challenge #WorldOsteoporosisDay #loveyourbones https://t.co/AHsUAfjGMf",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/788874227411668993","2016/10/19 22:47:27","@StephanieMarija we saw that too, so we clicked and double checked, and went through the full list. We're gonna say it's a Twitter-glitch.",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/788855171568644096","2016/10/19 21:31:43","@bellavaccajerse thanks for the feedback, it's great to see that our attendees see the value. Cheers",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/788568618644574208","2016/10/19 02:33:04","Got a #431AM snap that would look great in our Farmsource magazine? Send a copy with a caption to farmsourcemagazine@fonterra.com #agchatnz",,0,1,1,
"Twitter/X","https://x.com/Fonterra/status/788544512628887552","2016/10/19 00:57:16","ICYMI @mwhurrell chats to Jamie @TheCountry about the latest GDT, seasonal production &amp; the #MilkforSchools report https://t.co/U6aL2FVATs",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/788421239417090048","2016/10/18 16:47:26","The Global Dairy Trade price index was up 1.4% in latest round overnight, WMP up 2.9%. Full results on their site: https://t.co/YbMLa02qXw",,0,11,8,
"Twitter/X","https://x.com/Fonterra/status/788297400041349120","2016/10/18 08:35:20","@farmerjase @farmingmum @tutukaus @JanetNZLandcare @pennytimmer @liannep33 @BrownBrothers Great tips - any cheese match suggestions?!? :)",,2,0,2,
"Twitter/X","https://x.com/Fonterra/status/788193480816287744","2016/10/18 01:42:24","Research for our #MilkforSchools programme shows how it has lifted dairy consumption.  https://t.co/kHzhTZPcZ9 https://t.co/iRhm3E3I6W",,0,6,7,
"Twitter/X","https://x.com/Fonterra/status/788184348365205504","2016/10/18 01:06:07","@economicsNZ absolutely, we agree there are definitely some amazing rural women which all need to be recognised, no doubt about that!",,0,1,1,
"Twitter/X","https://x.com/Fonterra/status/788163777287958531","2016/10/17 23:44:22","ICYMI, we had @wymondleyschool perform this morning for our #MilkforSchools breakfast. Check out the choir below. https://t.co/6DrWl1bHwQ",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/788099572438478848","2016/10/17 19:29:14","LIVE on #Periscope: Eliza McCartney, Olympian  shares how dairy is a part of her daily life. #MilkforSchools https://t.co/2PfElTiHsu",,0,8,6,
"Twitter/X","https://x.com/Fonterra/status/788098404282802176","2016/10/17 19:24:36","Pamela von Hurst from @MasseyUni talks about the importance of dairy for bone health and milk consumption from an early age. https://t.co/U5JrhLow6C",,0,3,6,
"Twitter/X","https://x.com/Fonterra/status/788097378020495361","2016/10/17 19:20:31","Clare Wall, shares the research findings from the @AucklandUni over the last 2 years for the #MilkforSchools programme. https://t.co/kK377mce6x",,0,2,4,
"Twitter/X","https://x.com/Fonterra/status/788096996363993089","2016/10/17 19:19:00","We've got an amazing group of speakers for #MilkforSchools panel incl Hon. Annette King, Eliza McCartney, Clare Wall and Pamela von Hurst https://t.co/iebX8FZAGg",,0,0,3,
"Twitter/X","https://x.com/Fonterra/status/788095124391665664","2016/10/17 19:11:34","LIVE on #Periscope: Hon. Annette King shares her story about #MilkforSchools https://t.co/I2WJRQgy4Y",,0,0,3,
"Twitter/X","https://x.com/Fonterra/status/788094722896072704","2016/10/17 19:09:58",".@mwhurrell welcomes the panelists and our special guests including some farmers. #MilkforSchools https://t.co/8KwnRAHjLN",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/788092080505491456","2016/10/17 18:59:28","LIVE on #Periscope: Our #MilkforSchools panel is starting with @wymondelyschool performing https://t.co/XK0qfQFol3",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/788090744611274752","2016/10/17 18:54:10","@GideonMeiring best team to contact is our careers team for the most up to date info https://t.co/YN8H1QNalK Cheers.",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/788088198874304512","2016/10/17 18:44:03","Eliza McCartney meets the students from @wymondelyschool and they were surprised to find out she also went to school. #MilkforSchools https://t.co/AYqFSyuRuF",,0,1,7,
"Twitter/X","https://x.com/Fonterra/status/788086135218053120","2016/10/17 18:35:51","Breakfast is served. #MilkforSchools https://t.co/YiExy6I5zh",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/788084256287301633","2016/10/17 18:28:23","We'll also be joined by @wymondleyschool who will be performing for the guests before our #MilkforSchools panel. https://t.co/LZHriP0knY",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/788083574373093376","2016/10/17 18:25:40","We've got a special #MilkforSchools breakfast this morning with Hon. Annette King, Eliza McCartney, Clare Wall and Pamela von Hurst. https://t.co/2y21z5paom",,0,1,3,
"Twitter/X","https://x.com/Fonterra/status/787860943162183680","2016/10/17 03:41:01","Our Fonterra Australia team has begun the rebuild of Stanhope's state of the art cheese plant. More: https://t.co/2czOZ5soMn https://t.co/sOTEEeImNJ",,1,2,4,
"Twitter/X","https://x.com/Fonterra/status/787854676297453568","2016/10/17 03:16:07","You know that spring has officially settled in when the grass is this lush and green. Thanks… https://t.co/bj0pQJbz2z",,0,1,3,
"Twitter/X","https://x.com/Fonterra/status/787806913920589825","2016/10/17 00:06:19","Congratulations to Colin and Dale Armer who were finalists at the EY Entrepreneur of the Year Awards. #431AM https://t.co/OlXoLylISs",,0,2,7,
"Twitter/X","https://x.com/Fonterra/status/787726452665921536","2016/10/16 18:46:36","@PaulJohnsonnz Looking great Paul! #431AM",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/787726348831694848","2016/10/16 18:46:11","@TMKuriger Brilliant, love the motivational alarm names :) #431AM",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/787726207232028672","2016/10/16 18:45:37","@AniekaNick This is fantastic, please give Mrs Sunggles a scratch from us tomorrow! #431AM",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/787723117409873920","2016/10/16 18:33:21","@PaulBMcGill Thanks heaps Paul. much appreciated sir.",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/787723042256412672","2016/10/16 18:33:03","@WebTaniwha @DairyNZ @AdrianBrocksopp @Lewisridge_Farm @CEEWaikato Holy cow.",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/787525996698296320","2016/10/16 05:30:03","Those who get up first, take on the world first - we’d like to say thanks to each and every one of you #431AM https://t.co/WOm38MKWuN",,0,6,10,
"Twitter/X","https://x.com/Fonterra/status/787490378941288448","2016/10/16 03:08:31","@SWSio_MP Thanks for the tweet and thanks for coming along, much appreciated!",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/787490237261811712","2016/10/16 03:07:58","@fdogomezm Very nice of you to say Fernando ;) Thanks loads!",,0,1,1,
"Twitter/X","https://x.com/Fonterra/status/787490138473402368","2016/10/16 03:07:34","@LisaPay88044616 Thanks heaps Lisa, and nice work yourself ;)",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/787490056810352640","2016/10/16 03:07:15","@liannep33 I certainly hope so ;) Please pass on our best to him, v proud of our whole team today!",,1,0,1,
"Twitter/X","https://x.com/Fonterra/status/787382537244991489","2016/10/15 20:00:00","It's our 15th birthday! We've achieved so much in the a short time and we even more to look forward to! https://t.co/rpEM4wBMS7",,2,13,25,
"Twitter/X","https://x.com/Fonterra/status/787017593630502912","2016/10/14 19:49:51","@MikeKnights5 Really sorry to hear this Mike - either give the 0800 65 65 68 team a shout, or DM us your supplier # and we'll pass on...",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/786772405226082304","2016/10/14 03:35:33","Fonterra’s sites muck in to help keep New Zealand Beautiful https://t.co/5PDlN7dlUN https://t.co/BQkIUySslS",,0,2,2,
"Twitter/X","https://x.com/Fonterra/status/786700384186331136","2016/10/13 22:49:22","Pleasure to host @SWSio_MP at Southern Cross Campus school for a KickStart Breakfast this morning - thanks loads for joining us! https://t.co/dLxFXsxVXk",,1,3,4,
"Twitter/X","https://x.com/Fonterra/status/786638344511852544","2016/10/13 18:42:51","@ShorttClare Hang in there Claire! #431AM",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/786638220016574464","2016/10/13 18:42:21","@Chalkcheese77 @NZDairyAwards Beautiful Trish, hope the brekky is a good one!",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/786449778305404928","2016/10/13 06:13:33","@farmerjase Thanks heaps Jase, appreciate it hey.",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/786449684969558016","2016/10/13 06:13:11","First course is making it way to the diners, but how the rest of the menu looks is top secret till the team compete #culinaryolympics https://t.co/pYuh9gzfqc",,0,3,2,
"Twitter/X","https://x.com/Fonterra/status/786442520855138304","2016/10/13 05:44:43","Throughout the evening, diners will be able to watch the team of chefs plate in real time. #culinaryolympics #anchorfoodprofessionals https://t.co/CyHhunZgf4",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/786431646832611329","2016/10/13 05:01:30","The team are kicking off the night with some canapes as the guests arrive. #culinaryolympics https://t.co/IKuyxs3kPc",,0,1,4,
"Twitter/X","https://x.com/Fonterra/status/786404278051049472","2016/10/13 03:12:45","It's all systems go, we're hosting the final dinner by our Culinary Olympics team tonight before they leave for Germany tomorrow. https://t.co/I70FNwwVEJ",,0,3,3,
"Twitter/X","https://x.com/Fonterra/status/786346573022109697","2016/10/12 23:23:27","We're shifting more milk, quicker, into the value-added side of the business -Jacqueline Chow https://t.co/egrupV9kAs https://t.co/IfpVvfeKHW",,0,1,5,
"Twitter/X","https://x.com/Fonterra/status/786291519653187585","2016/10/12 19:44:41","@economicsNZ @Sherida7William Hiya, highly recommend everyone sharing stories on #431AM hey!",,1,0,0,
"Twitter/X","https://x.com/Fonterra/status/786099050143768576","2016/10/12 06:59:53","@falconfarming Thanks Chris, appreciate the viewpoint - comments noted on this one.",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/786051862206132224","2016/10/12 03:52:22","Get the low down on today's special meeting, where our shareholders supported governance and representation changes: https://t.co/XPnKuQPXrw",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/786008497141846016","2016/10/12 01:00:03","We are on the hunt for #431AM Rural Woman of the Year. Nominate an awesome lady and tell us why she should be #1! https://t.co/nBntTmLXyZ",,8,30,50,
"Twitter/X","https://x.com/Fonterra/status/785982990253821952","2016/10/11 23:18:42","@KateMontgom @CrowdGoesWildNZ https://t.co/l3n24BWqxg",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/785982187560538112","2016/10/11 23:15:31","Representation related amendments to the @FonterraSHC by laws were also passed by 88.05%. Full release to come.",,0,1,2,
"Twitter/X","https://x.com/Fonterra/status/785981844504190976","2016/10/11 23:14:09","Our shareholders have supported changes at today's special meeting, passing governance related amendments to the constitution by 85.96%",,0,1,4,
"Twitter/X","https://x.com/Fonterra/status/785700888652328960","2016/10/11 04:37:44","@NZcows if you have any further queries, we'd encourage you to visit your local Farmsource store for the alternative options, cheers.",,1,0,0,
"Twitter/X","https://x.com/Fonterra/status/785700706678255617","2016/10/11 04:37:00","@NZcows whilst there is a shortage of premium CMR, there is still normal alternatives including house brand calf milk powder.",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/785633664235298816","2016/10/11 00:10:36","@ShelliMears all good, thanks for confirming that you heard from the team. Hope the rest of the day goes well. Cheers @m_herbert",,0,1,1,
"Twitter/X","https://x.com/Fonterra/status/785627083821031424","2016/10/10 23:44:27","@ShelliMears Hm, let us double check and confirm again - apologies! @m_herbert",,1,0,0,
"Twitter/X","https://x.com/Fonterra/status/785624625153650690","2016/10/10 23:34:41","@ShelliMears no testing was completed due to the incident, but no data is lost, just delayed as the lab team catch up. Cheers @m_herbert",,1,0,0,
"Twitter/X","https://x.com/Fonterra/status/785601002669879297","2016/10/10 22:00:49","@m_herbert just confirmed with the team, due to an incident at the lab there is a small delay in the results coming through but no data lost",,1,1,3,
"Twitter/X","https://x.com/Fonterra/status/785600839918374914","2016/10/10 22:00:10","@gassy1292 thanks for the confirmation, yes, there was a small delay due to an incident at the lab. Cheers",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/785581391383703556","2016/10/10 20:42:53","@gassy1292 just wanted to double check, are you referring to information on the MPQ app? Or something else? Cheers",,1,0,0,
"Twitter/X","https://x.com/Fonterra/status/785306572121452544","2016/10/10 02:30:51","@m_herbert data is probably a bit delayed over the weekend, and sometimes dependent on pick up times. If it doesn't appear soon, let us know",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/785288921655545858","2016/10/10 01:20:43","How Bruce Richmond's 2 hectare wetland has become an unlikely tourist attraction in Rai Valley https://t.co/XoMsR9U6Qf https://t.co/4G3draBbaz",,1,2,9,
"Twitter/X","https://x.com/Fonterra/status/785209902209781760","2016/10/09 20:06:43","@IracyCinte sorry to hear about your latest purchase of our Anlene product, please call the Malaysia Careline to let them know 1-800-88-3122",,0,1,0,
"Twitter/X","https://x.com/Fonterra/status/784886701415997440","2016/10/08 22:42:26","@jonobavin @mavorafarms @sigalasvacas Hi, Kelly's given us the supplier # over on Facebook, will pass it on, thanks.",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/784840895250042880","2016/10/08 19:40:25","@jonobavin That's no good Jono, DM is your supplier # if you'd like us to get this to the tanker team, thanks.",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/784778126186389504","2016/10/08 15:31:00","Who scheduled the rugby during milking?! #431AM #agchatnz",,0,0,10,
"Twitter/X","https://x.com/Fonterra/status/784626880515366912","2016/10/08 05:30:00","Any tips for watching the game during milking? #431AM #agchatnz https://t.co/KN8Akc51ou",,0,4,11,
"Twitter/X","https://x.com/Fonterra/status/784465701905928192","2016/10/07 18:49:32","@OADMilKA Hope it cleared up hey :( #431AM",,1,0,0,
"Twitter/X","https://x.com/Fonterra/status/784311737394659330","2016/10/07 08:37:44","@NewFoodMag @iStuartHolden @wolframald Hi, we'll wait until we know final outcomes / details before commenting if that's OK! Thanks",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/784194541012131840","2016/10/07 00:52:02","@farmgeek @DairyNZ Hear you John, working hard to improve on both hey.",,0,0,2,
"Twitter/X","https://x.com/Fonterra/status/784182625455919104","2016/10/07 00:04:41","@farmgeek dairy nutrition is what drives us. We see huge future for natural dairy – it’s who we are and we do best. @DairyNZ",,1,0,2,
"Twitter/X","https://x.com/Fonterra/status/784182520455630848","2016/10/07 00:04:16","@farmgeek Yes, we monitor market developments closely - no question the world needs more protein, and demand for high-quality... @DairyNZ",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/783916006888484864","2016/10/06 06:25:15","@m_herbert Sorry to hear this - hope the girls got a wriggle on and you made it...!",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/783902106478673920","2016/10/06 05:30:01","Our Living Water team has joined forces with Te Whangai Trust to help restore Lake Ruatuna.
https://t.co/ha1LN2Kfig https://t.co/GCguylzx2s",,0,0,3,
"Twitter/X","https://x.com/Fonterra/status/783808560987721729","2016/10/05 23:18:18","Science students visit our Research and Development Centre in Palmerston North and receive first hand lab experience https://t.co/Q1InjKbLH0 https://t.co/3rMdIKn7Yl",,0,5,3,
"Twitter/X","https://x.com/Fonterra/status/783779824380760064","2016/10/05 21:24:06","Rumour has it, the weather is about to get extra wet in the next couple of days. How's it looking at your place? #agchatnz #431AM",,0,2,0,
"Twitter/X","https://x.com/Fonterra/status/783767413506519040","2016/10/05 20:34:47","@wolframald all nutritional info available here: https://t.co/t8Ta6WG9id. Thanks, @NewFoodMag",,1,0,1,
"Twitter/X","https://x.com/Fonterra/status/783750469613039617","2016/10/05 19:27:27","@DairyCowQueen Ah :) Thanks!",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/783584129363214336","2016/10/05 08:26:29","@cerr1d Hiya, DM us some details and we'll put you in touch with our building team if that's OK? This is Auckland HQ hey? Thanks",,2,0,0,
"Twitter/X","https://x.com/Fonterra/status/783583837083217920","2016/10/05 08:25:19","@ladylactait @HaveAnAvo Tasty. We like it #approved",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/783583677091487744","2016/10/05 08:24:41","@kiwifarming @Griff_Clarke @jonobavin These are fantastic, you all could be back for breakfast at #531AM at that rate! #431AM",,0,0,0,
"Twitter/X","https://x.com/Fonterra/status/783547294645784576","2016/10/05 06:00:07","First to rise, last to be seen in a clean pair of #RedBands. Tweet #431AM how you knock the shine off your new boots https://t.co/7tGQH5lkD8",,1,4,29,
"Twitter/X","https://x.com/Fonterra/status/783505966264258560","2016/10/05 03:15:53","@DairyCowQueen You definitely win this one Angela, we are in short supply here in the office! Any finished product shots?!? Thanks! https://t.co/j4QYdc1kkk",,0,0,1,
"Twitter/X","https://x.com/Fonterra/status/783420081099251712","2016/10/04 21:34:37","What's the best part about the first light? Thanks Kim for sharing why she's a morning person #431am #agchatnz https://t.co/lobV2toBVp",,0,0,0,
